GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",78438809,78153384,80274469,81757241,84692538,86826072,87479031,85930097,83070277,85054981,86897143,87426922,87393780,87566582,88533290,88972179,89167357,91246220,92617848,87950030
 "33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.719,89.393,91.819,93.515,96.872,99.313,100.060,98.288,95.017,97.287,99.394,100.000,99.962,100.160,101.265,101.767,101.991,104.369,105.937,100.598
 "33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",63419366,64201092,66762194,69634315,74033112,77933856,80480908,80166553,79763822,82088524,84916922,87426922,89244124,91129893,94320998,96117340,97476451,101719394,105601246,102400733
 "33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",176318625,178864913,187899740,196167031,203483029,202170529,204976139,204505956,196281069,201984144,207107006,210304679,215994056,224533421,228527955,232500418,236611689,244497357,245923454,235353129
 "33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.840,85.050,89.346,93.278,96.756,96.132,97.466,97.243,93.332,96.044,98.480,100.000,102.705,106.766,108.665,110.554,112.509,116.259,116.937,111.911
 "33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",140695819,144892539,154369671,165416530,176747829,180933170,188527274,190205069,186323291,193513287,202332220,210304679,219793327,232315465,241312263,247968009,256332871,271255004,278263825,270282128
 "33540","Missoula, MT (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3605099,3773043,3905696,4050890,4161687,4271119,4356907,4461675,4413017,4359050,4409648,4367236,4375110,4451669,4592197,4624374,4892884,4935345,5058473,4953783
 "33540","Missoula, MT (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.549,86.394,89.432,92.756,95.293,97.799,99.763,102.162,101.048,99.813,100.971,100.000,100.180,101.933,105.151,105.888,112.036,113.008,115.828,113.431
 "33540","Missoula, MT (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2784676,2982143,3152715,3365400,3562709,3776859,3970903,4147828,4200716,4193111,4304061,4367236,4479650,4660239,4922608,5047027,5424132,5596205,5878743,5905841
 "33660","Mobile, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",15334308,15388114,15629655,16186081,16908557,18084579,18155211,18189118,18107742,18249217,18685459,18541669,18707776,18682743,18555756,18887330,18967068,19195549,19441620,18808829
 "33660","Mobile, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.702,82.992,84.295,87.296,91.192,97.535,97.916,98.099,97.660,98.423,100.775,100.000,100.896,100.761,100.076,101.864,102.294,103.527,104.854,101.441
 "33660","Mobile, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11799067,12004628,12537630,13366336,14492251,16039837,16550944,17039364,17110637,17509772,18376262,18541669,18984175,19426943,19432401,19827913,20497988,21429785,21924124,21123821
 "33700","Modesto, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",15758116,16343835,16884980,17801108,18454602,18816584,18559634,17973134,17821608,17931977,17858181,17532238,17659094,18740179,19371931,19623484,20632799,21234213,21658223,21439045
 "33700","Modesto, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.881,93.222,96.308,101.534,105.261,107.326,105.860,102.515,101.651,102.280,101.859,100.000,100.724,106.890,110.493,111.928,117.685,121.115,123.534,122.284
 "33700","Modesto, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11962641,12667797,13342785,14531373,15290976,15946351,16486777,16326755,16657144,16985999,17340925,17532238,18074349,19447684,20342559,20752197,22151418,23138910,24042666,24203279
 "33740","Monroe, LA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6399695,6872056,7041101,7388015,7709269,7797606,6972152,6634204,6863502,7014001,6828271,7043029,7623034,7628944,7776655,7783447,7672512,7765611,7495872,7169965
 "33740","Monroe, LA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.866,97.572,99.973,104.898,109.460,110.714,98.994,94.195,97.451,99.588,96.951,100.000,108.235,108.319,110.416,110.513,108.938,110.260,106.430,101.802
 "33740","Monroe, LA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5162204,5589862,5847618,6267563,6642475,6835023,6304891,6134254,6486031,6733709,6677851,7043029,7811410,7950036,8215338,8289645,8278051,8532964,8404194,8171854
 "33780","Monroe, MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5411825,5673263,5820050,5761592,5787437,5916258,5862334,5551126,5178883,5453367,5485558,5305238,5465115,5468289,5468994,5450029,5452531,5356409,5448244,5204777
 "33780","Monroe, MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.009,106.937,109.704,108.602,109.089,111.517,110.501,104.635,97.618,102.792,103.399,100.000,103.014,103.073,103.087,102.729,102.776,100.965,102.696,98.106
 "33780","Monroe, MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4518599,4708980,4930979,4968344,5122195,5410476,5480453,5216203,5170083,5393256,5465350,5305238,5580864,5797042,5899192,5856735,5971099,6007602,6246110,5991777
 "33860","Montgomery, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13448125,13708220,14136457,14924108,15584462,16004378,16084840,15724699,15250002,15614471,15763813,15982651,15858226,15667806,15924267,16347855,16355006,16318784,16290675,15780526
 "33860","Montgomery, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.142,85.769,88.449,93.377,97.509,100.136,100.639,98.386,95.416,97.696,98.631,100.000,99.222,98.030,99.635,102.285,102.330,102.103,101.927,98.735
 "33860","Montgomery, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10529939,10971320,11567446,12548836,13454603,14219422,14736691,14631883,14572794,15073419,15435351,15982651,16204708,16376947,17077102,17759010,18036785,18375939,18756175,18527675
 "34060","Morgantown, WV (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4547415,4703362,4792461,5056305,5310662,5412000,5411106,5567445,5784367,6268047,6298905,6339727,6779287,6731123,6964213,6890753,7032498,6959058,6799384,6597032
 "34060","Morgantown, WV (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.729,74.189,75.594,79.756,83.768,85.366,85.352,87.818,91.240,98.869,99.356,100.000,106.933,106.174,109.850,108.692,110.927,109.769,107.250,104.059
 "34060","Morgantown, WV (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3210057,3402610,3559756,3901561,4285176,4563495,4727768,5040906,5431487,5969004,6160412,6339727,6918343,7025515,7407834,7434486,7759773,7876625,7857656,7738052
 "34100","Morristown, TN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3775242,3770058,3798957,3956563,4008356,4111777,4148708,4012635,3683038,3995276,4129294,4203836,4208447,4300165,4376222,4404370,4540516,4515163,4646702,4506173
 "34100","Morristown, TN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.805,89.681,90.369,94.118,95.350,97.810,98.689,95.452,87.611,95.039,98.227,100.000,100.110,102.291,104.101,104.770,108.009,107.406,110.535,107.192
 "34100","Morristown, TN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3047274,3087996,3153919,3341159,3460171,3614627,3724330,3680727,3545622,3853842,4007279,4203836,4305109,4503042,4746197,4855521,5052300,5099171,5359558,5335071
 "34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5279728,6280624,5998818,5642468,6829827,6332627,6481409,6718768,6908752,7032636,5807580,5682746,5989204,6109760,7146792,7058874,6946349,7054651,7115536,6734062
 "34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.908,110.521,105.562,99.291,120.185,111.436,114.054,118.231,121.574,123.754,102.197,100.000,105.393,107.514,125.763,124.216,122.236,124.142,125.213,118.500
 "34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3310579,3891557,3948528,3900577,5120013,5011025,5386027,5590921,5547539,6051645,5588622,5682746,5950007,6106657,7073794,6447380,6760982,7303513,7279506,6752967
 "34620","Muncie, IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4193429,4183591,4368039,4298211,4237169,4230950,4029656,3944024,3768836,3988999,4336291,3557025,3643228,3619105,3591640,3551577,3631242,3662091,3687822,3633087
 "34620","Muncie, IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",117.891,117.615,122.800,120.837,119.121,118.946,113.287,110.880,105.955,112.144,121.908,100.000,102.423,101.745,100.973,99.847,102.086,102.954,103.677,102.138
 "34620","Muncie, IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3163441,3199593,3382332,3393090,3411775,3485493,3423591,3401826,3307037,3599113,4210027,3557025,3716793,3762980,3822925,3834913,3981804,4102070,4221491,4246628
 "34740","Muskegon, MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5441048,5516637,5486345,5597258,5715235,5627703,5570328,5389792,5163758,5323635,5477337,5556369,5683643,5773768,5837759,5706147,5624380,5695324,5701513,5444043
 "34740","Muskegon, MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.925,99.285,98.740,100.736,102.859,101.284,100.251,97.002,92.934,95.811,98.578,100.000,102.291,103.913,105.064,102.696,101.224,102.501,102.612,97.978
 "34740","Muskegon, MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4321816,4446327,4489961,4714510,4966897,5086384,5194915,5117057,4884825,5135771,5411780,5556369,5727187,5946418,6057481,5930268,5977925,6197858,6298098,6013588
 "34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10676472,10843442,11465311,12408927,13404401,13875461,14141021,13467381,12990684,12984585,13212422,13176762,13526303,14176391,14576692,15201467,15897007,16173476,16439164,15921727
 "34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.025,82.292,87.012,94.173,101.728,105.303,107.318,102.206,98.588,98.542,100.271,100.000,102.653,107.586,110.624,115.366,120.644,122.742,124.759,120.832
 "34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8370832,8655512,9337359,10381752,11604327,12459155,13085584,12664560,12549731,12564431,12948740,13176762,13840151,14872482,15681445,16630285,17676893,18417190,19208170,19075327
 "34900","Napa, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7232664,7612863,7665926,7578715,7945388,7938732,8094511,8168828,7980773,7851423,7726578,8194992,8549080,9117420,9516543,9691673,9870652,9898897,9997969,9482760
 "34900","Napa, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.257,92.897,93.544,92.480,96.954,96.873,98.774,99.681,97.386,95.808,94.284,100.000,104.321,111.256,116.126,118.263,120.447,120.792,122.001,115.714
 "34900","Napa, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5557180,6001691,6143211,6200988,6672805,6823022,7138983,7422453,7625303,7539951,7466481,8194992,8751037,9549425,10250488,10665349,10936029,11100761,11496842,11239687
 "34940","Naples-Marco Island, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",12280974,13043066,13771425,14430966,15773595,15965693,15834782,14698019,13389643,13491131,13234254,13416369,13859448,14600582,15509481,16477877,16698069,17643609,17915539,17555943
 "34940","Naples-Marco Island, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.537,97.218,102.646,107.562,117.570,119.002,118.026,109.553,99.801,100.557,98.643,100.000,103.303,108.827,115.601,122.819,124.460,131.508,133.535,130.855
 "34940","Naples-Marco Island, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",9332429,10152845,10973963,11899958,13442662,14126821,14576989,13757317,12712049,12916376,12917274,13416369,14176287,15251791,16612980,18006286,18593266,20085524,20962820,21082482
 "34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",67337606,70077152,73774489,78302613,81546377,85045293,85452970,88292921,86064689,87444148,90813074,95678321,97795734,102214521,108993994,112540670,116841502,119646354,124225233,116868257
 "34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.379,73.242,77.107,81.839,85.230,88.887,89.313,92.281,89.952,91.394,94.915,100.000,102.213,106.831,113.917,117.624,122.119,125.051,129.836,122.147
 "34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",55210230,58449462,62324173,67391295,71694203,76399403,78690183,82386635,82424916,84329433,88611937,95678321,99658770,106076074,116117899,122032635,128238526,133679614,141822070,136058470
 "35100","New Bern, NC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4355246,4269175,4461549,4668293,5008571,5074345,5197887,5095482,4939527,5077155,4972652,4975189,5218609,5366066,5330708,4803263,4828081,4731214,4943737,4829174
 "35100","New Bern, NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.539,85.809,89.676,93.831,100.671,101.993,104.476,102.418,99.283,102.049,99.949,100.000,104.893,107.857,107.146,96.544,97.043,95.096,99.368,97.065
